sha1, type, category, Bkav, Lionic, Elastic, DrWeb, MicroWorld-eScan, FireEye, CAT-QuickHeal, McAfee, Malwarebytes, Zillya, Paloalto, Sangfor, K7AntiVirus, Alibaba, K7GW, CrowdStrike, BitDefenderTheta, Cyren, SymantecMobileInsight, Symantec, ESET-NOD32, APEX, TrendMicro-HouseCall, Avast, ClamAV, Kaspersky, BitDefender, NANO-Antivirus, SUPERAntiSpyware, Tencent, Ad-Aware, Trustlook, TACHYON, Emsisoft, Comodo, F-Secure, Baidu, VIPRE, TrendMicro, McAfee-GW-Edition, Trapmine, CMC, Sophos, Ikarus, GData, Jiangmin, Webroot, Avira, eGambit, Antiy-AVL, Kingsoft, Gridinsoft, Arcabit, ViRobot, Avast-Mobile, Microsoft, Cynet, BitDefenderFalx, AhnLab-V3, Acronis, VBA32, ALYac, MAX, Cylance, Zoner, Rising, Yandex, SentinelOne, MaxSecure, Fortinet, AVG, Cybereason, Panda, last_time, firs_time
4f2e7d847e0619e4231ac778070728a7a5db6eb4, XML, 335, trojan, undetected, malicious, undetected, malicious, malicious, malicious, malicious, undetected, undetected, type-unsupported, undetected, undetected, type-unsupported, undetected, type-unsupported, type-unsupported, undetected, malicious, type-unsupported, malicious, malicious, undetected, malicious, undetected, malicious, malicious, malicious, malicious, undetected, malicious, malicious, type-unsupported, malicious, malicious, malicious, malicious, undetected, malicious, malicious, type-unsupported, type-unsupported, undetected, malicious, type-unsupported, malicious, undetected, type-unsupported, malicious, type-unsupported, undetected, undetected, undetected, type-unsupported, malicious, undetected, malicious, undetected, malicious, undetected, malicious, type-unsupported, malicious, malicious, undetected, type-unsupported, undetected, undetected, undetected, malicious, undetected, malicious, undetected, undetected, type-unsupported, malicious, 2014-05-12 12:32:04, 2013-02-19 08:26:52
360be9f719b7ac3d08f8dd2bb64b6b7a8aa89ce3, unknown, 129826816, trojan, undetected, malicious, type-unsupported, malicious, undetected, undetected, undetected, undetected, undetected, undetected, undetected, type-unsupported, undetected, type-unsupported, undetected, undetected, type-unsupported, malicious, malicious, type-unsupported, malicious, malicious, undetected, undetected, malicious, undetected, undetected, undetected, malicious, type-unsupported, undetected, undetected, undetected, undetected, malicious, malicious, undetected, type-unsupported, type-unsupported, malicious, malicious, type-unsupported, malicious, undetected, type-unsupported, undetected, type-unsupported, malicious, undetected, undetected, undetected, malicious, undetected, undetected, type-unsupported, undetected, type-unsupported, type-unsupported, undetected, type-unsupported, undetected, malicious, undetected, undetected, type-unsupported, undetected, undetected, undetected, undetected, undetected, malicious, malicious, type-unsupported, undetected, undetected, 2019-09-15 05:05:38, 2019-09-15 05:05:38
89a64dee2f95587956e72c55a7a36e13d9d55aef, ZIP, 10912446, trojan, undetected, malicious, failure, malicious, malicious, undetected, malicious, undetected, malicious, type-unsupported, undetected, malicious, malicious, malicious, malicious, undetected, malicious, type-unsupported, undetected, malicious, type-unsupported, malicious, malicious, malicious, malicious, malicious, undetected, undetected, undetected, undetected, undetected, malicious, undetected, undetected, malicious, undetected, malicious, malicious, type-unsupported, undetected, malicious, malicious, undetected, undetected, type-unsupported, malicious, type-unsupported, malicious, undetected, undetected, malicious, undetected, undetected, malicious, malicious, type-unsupported, malicious, type-unsupported, malicious, undetected, undetected, type-unsupported, undetected, undetected, undetected, malicious, malicious, undetected, undetected, malicious, type-unsupported, undetected, type-unsupported, 2019-10-01 04:31:42, 2019-02-18 06:07:13
29f2e47dc0bab4eb147cb2bf6d7476fd5daf0811, Mach-O, 389852, trojan, undetected, malicious, malicious, malicious, undetected, malicious, malicious, undetected, malicious, type-unsupported, undetected, undetected, type-unsupported, undetected, type-unsupported, undetected, undetected, type-unsupported, malicious, undetected, malicious, malicious, undetected, malicious, malicious, malicious, undetected, malicious, type-unsupported, malicious, malicious, malicious, malicious, malicious, malicious, undetected, malicious, malicious, type-unsupported, malicious, malicious, undetected, type-unsupported, type-unsupported, malicious, type-unsupported, undetected, undetected, malicious, undetected, malicious, undetected, malicious, malicious, undetected, type-unsupported, malicious, undetected, malicious, malicious, undetected, type-unsupported, undetected, undetected, undetected, undetected, malicious, malicious, malicious, type-unsupported, undetected, type-unsupported, malicious, 2019-12-24 21:34:22, 2012-07-21 15:59:51
9f84502cb44b82415bcf2b2564963613bdce1917, Mach-O, 650476, trojan, undetected, undetected, type-unsupported, malicious, malicious, malicious, malicious, malicious, undetected, malicious, type-unsupported, undetected, undetected, type-unsupported, undetected, type-unsupported, undetected, undetected, type-unsupported, malicious, malicious, type-unsupported, malicious, malicious, undetected, malicious, malicious, undetected, undetected, malicious, malicious, malicious, undetected, undetected, undetected, undetected, malicious, malicious, type-unsupported, undetected, malicious, malicious, malicious, undetected, type-unsupported, malicious, type-unsupported, undetected, malicious, undetected, undetected, undetected, malicious, undetected, type-unsupported, malicious, malicious, type-unsupported, malicious, undetected, malicious, undetected, undetected, type-unsupported, undetected, malicious, undetected, malicious, undetected, malicious, malicious, type-unsupported, undetected, type-unsupported, 2021-11-08 04:06:59, 2020-11-30 21:39:14
eba034336185a73dcade17db01026048583ef514, Mach-O, 390604, miner, undetected, malicious, type-unsupported, malicious, malicious, malicious, undetected, malicious, undetected, malicious, type-unsupported, malicious, undetected, type-unsupported, undetected, type-unsupported, undetected, undetected, type-unsupported, malicious, malicious, type-unsupported, malicious, malicious, malicious, malicious, malicious, malicious, undetected, malicious, undetected, malicious, malicious, malicious, undetected, undetected, undetected, malicious, malicious, type-unsupported, undetected, malicious, malicious, malicious, undetected, type-unsupported, malicious, type-unsupported, undetected, undetected, undetected, undetected, malicious, undetected, type-unsupported, malicious, type-unsupported, malicious, undetected, undetected, malicious, undetected, type-unsupported, undetected, malicious, undetected, malicious, malicious, malicious, malicious, type-unsupported, undetected, type-unsupported, 2021-01-13 07:25:00, 2018-05-13 14:25:21
7f79800951160875b94df94bb834c30ad11a9021, Mach-O, 152196, adware, undetected, undetected, type-unsupported, malicious, malicious, undetected, malicious, undetected, malicious, type-unsupported, malicious, undetected, type-unsupported, undetected, type-unsupported, undetected, undetected, type-unsupported, malicious, malicious, type-unsupported, undetected, malicious, malicious, malicious, malicious, undetected, undetected, malicious, malicious, undetected, undetected, malicious, undetected, malicious, undetected, undetected, malicious, type-unsupported, undetected, malicious, malicious, malicious, undetected, type-unsupported, malicious, type-unsupported, undetected, undetected, undetected, undetected, undetected, malicious, type-unsupported, malicious, malicious, type-unsupported, undetected, undetected, malicious, malicious, undetected, type-unsupported, undetected, undetected, undetected, malicious, malicious, malicious, undetected, malicious, type-unsupported, undetected, type-unsupported, undetected, 2020-08-12 04:05:55, 2020-08-12 04:05:55
854f51c4274365837f06b06201b708c9aec5834d, ZIP, 6044154, trojan, undetected, malicious, failure, malicious, malicious, malicious, undetected, undetected, malicious, type-unsupported, undetected, undetected, malicious, malicious, malicious, undetected, undetected, undetected, malicious, type-unsupported, malicious, malicious, undetected, undetected, malicious, malicious, malicious, malicious, malicious, undetected, type-unsupported, undetected, malicious, undetected, malicious, malicious, undetected, malicious, undetected, malicious, malicious, undetected, malicious, failure, undetected, undetected, type-unsupported, malicious, type-unsupported, undetected, undetected, undetected, malicious, undetected, malicious, malicious, malicious, type-unsupported, malicious, type-unsupported, malicious, malicious, malicious, type-unsupported, undetected, undetected, undetected, malicious, malicious, malicious, malicious, type-unsupported, undetected, type-unsupported, 2019-10-21 06:00:14, 2009-09-23 10:30:04
b512698ecc9bd603d02e9b6a7e1b7b67ba642a42, MS Excel Spreadsheet, 1550336, trojan, undetected, malicious, malicious, malicious, malicious, malicious, malicious, malicious, undetected, undetected, type-unsupported, undetected, undetected, type-unsupported, undetected, type-unsupported, undetected, undetected, malicious, type-unsupported, malicious, malicious, type-unsupported, malicious, malicious, malicious, malicious, malicious, malicious, undetected, malicious, malicious, undetected, malicious, malicious, undetected, undetected, undetected, malicious, malicious, type-unsupported, undetected, malicious, malicious, type-unsupported, undetected, type-unsupported, malicious, type-unsupported, malicious, undetected, undetected, malicious, malicious, undetected, malicious, malicious, type-unsupported, malicious, undetected, malicious, malicious, undetected, type-unsupported, undetected, malicious, undetected, undetected, undetected, malicious, malicious, type-unsupported, undetected, type-unsupported, 2019-11-06 03:43:57, 2019-10-21 23:06:22
4bfcf9baf65d7ba0dcc8bfc4ea202966d113c5b3, Mach-O, 34308, trojan, undetected, malicious, type-unsupported, malicious, malicious, malicious, malicious, undetected, malicious, type-unsupported, undetected, malicious, type-unsupported, malicious, type-unsupported, undetected, undetected, type-unsupported, malicious, malicious, type-unsupported, malicious, malicious, malicious, malicious, malicious, malicious, undetected, malicious, malicious, malicious, malicious, malicious, undetected, malicious, malicious, malicious, malicious, type-unsupported, malicious, malicious, malicious, malicious, undetected, type-unsupported, malicious, type-unsupported, undetected, undetected, undetected, malicious, undetected, malicious, type-unsupported, malicious, undetected, type-unsupported, malicious, undetected, undetected, malicious, malicious, undetected, type-unsupported, undetected, undetected, undetected, undetected, malicious, malicious, malicious, type-unsupported, undetected, type-unsupported, malicious, 2015-03-12 10:14:12, 2008-08-30 08:10:26
70a1c4ed3a09a44a41d54c4fd4b409a5fc3159f6, Mach-O, 385068, trojan, undetected, malicious, malicious, malicious, undetected, malicious, malicious, undetected, malicious, type-unsupported, malicious, undetected, type-unsupported, undetected, type-unsupported, undetected, malicious, type-unsupported, malicious, type-unsupported, malicious, malicious, malicious, malicious, malicious, malicious, undetected, malicious, malicious, undetected, malicious, malicious, undetected, malicious, undetected, malicious, malicious, type-unsupported, malicious, malicious, malicious, malicious, undetected, type-unsupported, malicious, type-unsupported, malicious, undetected, undetected, undetected, malicious, type-unsupported, malicious, malicious, type-unsupported, malicious, undetected, undetected, malicious, malicious, type-unsupported, undetected, malicious, undetected, malicious, malicious, malicious, undetected, malicious, type-unsupported, malicious, type-unsupported, 2021-11-08 04:11:56, 2017-02-08 14:01:00
